성남상권,상권명,상권종류,분기,매출총액,매출건수,가구,가방ㆍ기타 가죽,가전제품,가전제품 수리,가정용 직물제품,가정용세탁,가죽 및 모피 의복,간이음식 포장전문점,건강보조식품,건어물ㆍ젓갈류,게임ㆍ인형ㆍ장난감,곡물ㆍ곡분ㆍ사료,골프 연습장,그 외 기타 숙박,기숙사ㆍ고시원,기타 가정용품,기타 교습학원,기타 미용,기타 스포츠 학원,기타 식료품,기타 예술학원,기타 외국식 음식점,기타 음ㆍ식료품,기타 의복,기타 주점업,김밥ㆍ간이 음식점,남자의류,노래 연습장,당구장,두발 미용,문구ㆍ회화용품,미술학원,민박업,방문 교육학원,벽지ㆍ마루ㆍ장판류,부동산 중개업,비알코올 음료점,생맥주 전문점,서양식 음식점,서적ㆍ신문ㆍ잡지류,섬유제품,속옷ㆍ잠옷,슈퍼마켓,시계ㆍ귀금속,신발,신선ㆍ냉동ㆍ수산물,안경ㆍ렌즈,애완동물ㆍ관련용품,여관업,여자의류,외국어학원,운동ㆍ경기용품,육류,음악학원,의료용 기구,의류 상의,의복 액세서리ㆍ장신구,의약품ㆍ의료용품,일반 교과학원,일반의원,일식 음식점,자동차 세차,자동차 수리,자전거ㆍ운송장비,전기ㆍ조명,전자상거래 중개(소매),전자상거래(소매),제과점업,조리반찬,주방ㆍ가정유리ㆍ요업,중식 음식점,채소과일,철물ㆍ난방용구,청소년 수련시설,체력 단련시설,치과의원,치킨 전문점,커피 전문점,컴퓨터 게임방,컴퓨터ㆍ주변장치,태권도ㆍ무술학원,패스트푸드점,페인트ㆍ창호ㆍ건설자재,편의점,피부 미용,한식 면요리 전문점,한식 육류요리 전문점,한식 일반음식점,한식 해산물요리 전문점,한의원,핸드폰,화장품ㆍ비누ㆍ방향제,화초ㆍ식물
정자1동카페거리,정자역_3번출구,발달상권,2022년4분기,64313255.0,2078.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,3.0,1.0,0.0,4.0,9.0,0.0,2.0,5.0,0.0,0.0,33.0,5.0,1.0,11.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,8.0,0.0,14.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,1.0,5.0,4.0,0.0,1.0,1.0,1.0,0.0,3.0,23.0,8.0,11.0,0.0,1.0,0.0,0.0,1.0,19.0,3.0,0.0,1.0,7.0,0.0,1.0,0.0,5.0,7.0,3.0,17.0,2.0,1.0,4.0,4.0,0.0,10.0,12.0,3.0,23.0,34.0,6.0,6.0,6.0,7.0,1.0
정자1동카페거리,정자역_3번출구,발달상권,2023년1분기,68845774.0,2120.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,3.0,1.0,0.0,4.0,9.0,0.0,2.0,5.0,0.0,0.0,37.0,6.0,1.0,11.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,8.0,0.0,14.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,1.0,5.0,4.0,0.0,1.0,1.0,1.0,0.0,3.0,23.0,10.0,12.0,0.0,1.0,0.0,0.0,1.0,18.0,3.0,0.0,1.0,7.0,0.0,1.0,0.0,5.0,7.0,3.0,20.0,2.0,1.0,4.0,5.0,0.0,10.0,11.0,3.0,23.0,36.0,6.0,6.0,6.0,7.0,1.0
정자1동카페거리,정자역_3번출구,발달상권,2023년2분기,65946476.0,2149.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,3.0,1.0,0.0,4.0,9.0,0.0,2.0,5.0,0.0,0.0,37.0,5.0,1.0,12.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,8.0,0.0,13.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,1.0,5.0,4.0,0.0,1.0,1.0,1.0,0.0,3.0,23.0,10.0,12.0,0.0,1.0,0.0,0.0,1.0,16.0,2.0,0.0,1.0,8.0,0.0,1.0,0.0,7.0,7.0,3.0,21.0,2.0,1.0,5.0,5.0,0.0,10.0,11.0,3.0,25.0,34.0,6.0,6.0,6.0,7.0,1.0
정자1동카페거리,정자역_3번출구,발달상권,2023년3분기,71687718.0,2370.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,3.0,1.0,0.0,3.0,9.0,1.0,2.0,5.0,0.0,0.0,37.0,5.0,1.0,12.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,8.0,0.0,13.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,11.0,1.0,5.0,4.0,0.0,1.0,1.0,1.0,0.0,3.0,23.0,10.0,13.0,0.0,1.0,0.0,0.0,1.0,16.0,2.0,0.0,1.0,9.0,0.0,1.0,0.0,6.0,7.0,3.0,22.0,2.0,1.0,3.0,5.0,0.0,10.0,12.0,3.0,23.0,33.0,6.0,6.0,6.0,7.0,1.0
정자1동카페거리,정자역_3번출구,발달상권,2023년4분기,70627597.0,2223.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,6.0,0.0,3.0,1.0,0.0,3.0,9.0,1.0,2.0,5.0,0.0,0.0,34.0,5.0,1.0,12.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,8.0,0.0,15.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,11.0,1.0,5.0,4.0,0.0,1.0,1.0,1.0,0.0,3.0,23.0,10.0,15.0,0.0,1.0,0.0,0.0,1.0,16.0,2.0,0.0,1.0,7.0,0.0,1.0,0.0,6.0,7.0,3.0,22.0,2.0,1.0,3.0,4.0,0.0,10.0,11.0,3.0,23.0,35.0,6.0,6.0,4.0,7.0,1.0
정자1동카페거리,정자역_3번출구,발달상권,2024년1분기,70931715.0,2232.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,6.0,0.0,3.0,1.0,0.0,4.0,10.0,1.0,2.0,5.0,0.0,0.0,32.0,6.0,1.0,12.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,8.0,0.0,17.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,11.0,1.0,5.0,4.0,0.0,1.0,1.0,1.0,0.0,3.0,23.0,10.0,16.0,0.0,1.0,0.0,0.0,1.0,14.0,2.0,0.0,1.0,6.0,0.0,1.0,0.0,7.0,7.0,3.0,21.0,2.0,1.0,3.0,4.0,0.0,9.0,11.0,3.0,22.0,37.0,6.0,6.0,4.0,7.0,1.0
정자1동카페거리,정자역_3번출구,발달상권,2024년2분기,61953363.0,1975.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,3.0,1.0,0.0,4.0,10.0,1.0,2.0,5.0,0.0,0.0,37.0,6.0,1.0,13.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,8.0,0.0,16.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,1.0,5.0,4.0,0.0,2.0,1.0,1.0,0.0,3.0,24.0,10.0,16.0,0.0,1.0,0.0,0.0,1.0,14.0,2.0,0.0,1.0,6.0,0.0,1.0,0.0,6.0,7.0,3.0,19.0,2.0,1.0,3.0,4.0,0.0,9.0,12.0,3.0,23.0,39.0,5.0,6.0,4.0,9.0,1.0
정자1동카페거리,정자일로_1,발달상권,2022년1분기,34426478.0,1228.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,1.0,0.0,1.0,0.0,3.0,9.0,0.0,1.0,6.0,1.0,1.0,1.0,0.0,2.0
정자1동카페거리,정자일로_1,발달상권,2022년2분기,41748836.0,1328.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,1.0,0.0,2.0,0.0,3.0,10.0,0.0,1.0,6.0,1.0,1.0,1.0,0.0,2.0
정자1동카페거리,정자일로_1,발달상권,2022년3분기,42169411.0,1366.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,1.0,0.0,3.0,0.0,3.0,11.0,0.0,1.0,6.0,1.0,1.0,1.0,0.0,2.0
정자1동카페거리,정자일로_1,발달상권,2022년4분기,37583798.0,1074.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,5.0,0.0,1.0,1.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,1.0,0.0,3.0,0.0,3.0,11.0,0.0,1.0,5.0,2.0,1.0,1.0,0.0,2.0
정자1동카페거리,정자일로_1,발달상권,2023년1분기,43767531.0,1200.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,5.0,0.0,1.0,1.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,1.0,0.0,3.0,0.0,3.0,11.0,0.0,1.0,5.0,2.0,1.0,1.0,0.0,2.0
정자1동카페거리,정자일로_1,발달상권,2023년2분기,44850353.0,1268.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,1.0,0.0,2.0,0.0,3.0,11.0,0.0,1.0,5.0,2.0,1.0,1.0,0.0,2.0
정자1동카페거리,정자일로_1,발달상권,2023년3분기,55785885.0,1648.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,3.0,11.0,0.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0
정자1동카페거리,정자일로_1,발달상권,2023년4분기,56752305.0,1585.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,0.0,1.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,3.0,11.0,0.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0
정자1동카페거리,정자일로_1,발달상권,2024년1분기,46875652.0,1423.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,0.0,1.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,3.0,10.0,0.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0
정자1동카페거리,정자일로_1,발달상권,2024년2분기,46651835.0,1358.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,0.0,1.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,3.0,10.0,0.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0
정자동 먹자골목상권,내정로17번길,발달상권,2022년1분기,28318419.0,1475.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,1.0,3.0,6.0,1.0,4.0,2.0,7.0,1.0,3.0,0.0,0.0,0.0,5.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,24.0,8.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,4.0,3.0,4.0,11.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,3.0,3.0,10.0,2.0,2.0,0.0,0.0,3.0
정자동 먹자골목상권,내정로17번길,발달상권,2022년2분기,30690187.0,1662.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,1.0,3.0,6.0,1.0,4.0,2.0,7.0,1.0,3.0,0.0,0.0,0.0,5.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,24.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,4.0,3.0,4.0,10.0,0.0,0.0,2.0,2.0,0.0,3.0,1.0,3.0,3.0,9.0,3.0,2.0,0.0,0.0,3.0
정자동 먹자골목상권,내정로17번길,발달상권,2022년3분기,34211977.0,1828.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0,0.0,1.0,3.0,6.0,1.0,4.0,2.0,7.0,1.0,3.0,0.0,0.0,0.0,5.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,24.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,4.0,3.0,4.0,10.0,0.0,0.0,2.0,2.0,0.0,3.0,1.0,3.0,3.0,9.0,3.0,2.0,0.0,0.0,3.0
정자동 먹자골목상권,내정로17번길,발달상권,2022년4분기,31911307.0,1699.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,1.0,4.0,2.0,7.0,1.0,4.0,0.0,0.0,0.0,5.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,25.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,4.0,3.0,5.0,10.0,0.0,0.0,2.0,2.0,0.0,3.0,1.0,3.0,3.0,8.0,3.0,2.0,0.0,0.0,3.0
정자동 먹자골목상권,내정로17번길,발달상권,2023년1분기,36612776.0,1762.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,1.0,4.0,2.0,7.0,1.0,4.0,0.0,0.0,0.0,5.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,25.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,4.0,3.0,5.0,10.0,0.0,0.0,2.0,2.0,0.0,3.0,1.0,3.0,3.0,9.0,3.0,2.0,0.0,0.0,3.0
정자동 먹자골목상권,내정로17번길,발달상권,2023년2분기,33439194.0,1791.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,1.0,4.0,2.0,7.0,1.0,4.0,0.0,0.0,0.0,5.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,25.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,4.0,3.0,6.0,10.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,3.0,4.0,9.0,2.0,2.0,0.0,0.0,3.0
정자동 먹자골목상권,내정로17번길,발달상권,2023년3분기,38484668.0,1978.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,1.0,2.0,5.0,1.0,4.0,2.0,8.0,1.0,3.0,0.0,0.0,0.0,5.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,24.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,4.0,3.0,6.0,9.0,0.0,0.0,3.0,2.0,0.0,3.0,0.0,3.0,4.0,9.0,1.0,2.0,0.0,0.0,3.0
정자동 먹자골목상권,내정로17번길,발달상권,2023년4분기,35925188.0,1870.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,1.0,1.0,2.0,5.0,1.0,4.0,2.0,9.0,1.0,3.0,0.0,0.0,0.0,5.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,26.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,4.0,3.0,6.0,10.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,3.0,4.0,9.0,0.0,2.0,0.0,0.0,3.0
정자동 먹자골목상권,내정로17번길,발달상권,2024년1분기,35755764.0,1748.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,4.0,2.0,9.0,1.0,3.0,0.0,0.0,0.0,5.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,25.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,4.0,3.0,6.0,10.0,0.0,0.0,3.0,2.0,0.0,3.0,0.0,3.0,4.0,10.0,0.0,2.0,0.0,0.0,3.0
정자동 먹자골목상권,내정로17번길,발달상권,2024년2분기,37014564.0,1828.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,9.0,0.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,4.0,2.0,10.0,1.0,3.0,0.0,0.0,0.0,5.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,26.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,3.0,3.0,5.0,9.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,3.0,4.0,10.0,0.0,2.0,0.0,0.0,3.0
미금현대벤처빌 상권,미금역_3번출구,발달상권,2022년1분기,46626945.0,1796.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,9.0,7.0,0.0,2.0,2.0,4.0,0.0,8.0,5.0,0.0,4.0,0.0,14.0,1.0,8.0,0.0,0.0,0.0,4.0,2.0,1.0,2.0,3.0,2.0,4.0,0.0,6.0,3.0,0.0,2.0,0.0,0.0,34.0,2.0,0.0,3.0,2.0,7.0,2.0,9.0,8.0,31.0,12.0,6.0,0.0,0.0,1.0,0.0,1.0,5.0,4.0,0.0,0.0,4.0,2.0,1.0,0.0,2.0,9.0,1.0,11.0,2.0,1.0,2.0,1.0,1.0,2.0,10.0,4.0,9.0,13.0,2.0,7.0,2.0,9.0,1.0
미금현대벤처빌 상권,미금역_3번출구,발달상권,2022년2분기,45813175.0,1969.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,9.0,7.0,0.0,2.0,2.0,5.0,0.0,8.0,6.0,0.0,4.0,0.0,15.0,1.0,8.0,0.0,0.0,0.0,4.0,2.0,1.0,2.0,3.0,2.0,4.0,0.0,6.0,3.0,0.0,2.0,0.0,0.0,34.0,2.0,0.0,3.0,3.0,7.0,2.0,9.0,8.0,31.0,12.0,6.0,0.0,0.0,1.0,0.0,1.0,5.0,4.0,0.0,0.0,4.0,2.0,1.0,0.0,2.0,9.0,1.0,10.0,2.0,1.0,2.0,1.0,1.0,2.0,10.0,4.0,9.0,13.0,2.0,7.0,2.0,9.0,1.0
미금현대벤처빌 상권,미금역_3번출구,발달상권,2022년3분기,48207707.0,2066.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,9.0,7.0,0.0,2.0,2.0,4.0,0.0,8.0,4.0,0.0,4.0,0.0,15.0,1.0,8.0,0.0,0.0,0.0,4.0,1.0,1.0,3.0,3.0,2.0,4.0,0.0,6.0,3.0,0.0,2.0,0.0,0.0,34.0,2.0,0.0,3.0,3.0,7.0,2.0,9.0,8.0,31.0,12.0,7.0,0.0,0.0,1.0,0.0,1.0,5.0,4.0,0.0,0.0,4.0,2.0,1.0,0.0,2.0,9.0,1.0,11.0,2.0,2.0,2.0,2.0,1.0,2.0,10.0,4.0,9.0,13.0,2.0,7.0,2.0,8.0,1.0
미금현대벤처빌 상권,미금역_3번출구,발달상권,2022년4분기,45671130.0,2016.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,9.0,7.0,0.0,2.0,1.0,4.0,0.0,6.0,4.0,0.0,4.0,0.0,15.0,1.0,7.0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,3.0,2.0,4.0,0.0,6.0,3.0,0.0,2.0,0.0,0.0,34.0,2.0,0.0,3.0,3.0,7.0,3.0,9.0,8.0,30.0,12.0,7.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,0.0,0.0,4.0,2.0,1.0,0.0,2.0,9.0,1.0,12.0,2.0,2.0,2.0,2.0,1.0,2.0,11.0,4.0,9.0,13.0,2.0,7.0,2.0,9.0,1.0
